crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,우원개발,046940,사업보고서 (2018.12),20190401001570,우원개발,20190401,연
Y,윌비스,008600,사업보고서 (2018.12),20190401001566,윌비스,20190401,연
Y,금양,001570,사업보고서 (2018.12),20190401001563,금양,20190401,연
Y,남선알미늄,008350,사업보고서 (2018.12),20190401001558,남선알미늄,20190401,연
Y,진양산업,003780,사업보고서 (2018.12),20190401001557,진양산업,20190401,연
Y,성문전자,014910,사업보고서 (2018.12),20190401001555,성문전자,20190401,연
K,갤럭시아컴즈,094480,사업보고서 (2018.12),20190401001552,갤럭시아컴즈,20190401,연
Y,명문제약,017180,사업보고서 (2018.12),20190401001551,명문제약,20190401,연
K,진성티이씨,036890,사업보고서 (2018.12),20190401001548,진성티이씨,20190401,연
K,리드,197210,사업보고서 (2018.12),20190401001541,리드,20190401,연
K,아즈텍WB,032080,사업보고서 (2018.12),20190401001535,아즈텍WB,20190401,
E,에스티씨라이프,00133317,사업보고서 (2018.12),20190401001529,에스티씨라이프,20190401,
Y,HDC아이콘트롤스,039570,사업보고서 (2018.12),20190401001522,HDC아이콘트롤스,20190401,연
E,한길,00411844,사업보고서 (2018.12),20190401001517,한길,20190401,
Y,진양폴리우레탄,010640,사업보고서 (2018.12),20190401001510,진양폴리우레탄,20190401,
Y,진양홀딩스,100250,사업보고서 (2018.12),20190401001508,진양홀딩스,20190401,연
K,데이타솔루션,263800,사업보고서 (2018.12),20190401001507,데이타솔루션,20190401,
K,엠코르셋,204020,사업보고서 (2018.12),20190401001501,엠코르셋,20190401,연
Y,삼성공조,006660,사업보고서 (2018.12),20190401001498,삼성공조,20190401,연
K,TJ미디어,032540,사업보고서 (2018.12),20190401001490,TJ미디어,20190401,연
K,대화제약,067080,사업보고서 (2018.12),20190401001489,대화제약,20190401,연
K,비츠로테크,042370,사업보고서 (2018.12),20190401001485,비츠로테크,20190401,연
Y,샘표,007540,사업보고서 (2018.12),20190401001482,샘표,20190401,연
K,강스템바이오텍,217730,사업보고서 (2018.12),20190401001477,강스템바이오텍,20190401,연
Y,동양고속,084670,사업보고서 (2018.12),20190401001476,동양고속,20190401,연
K,푸드나무,290720,사업보고서 (2018.12),20190401001473,푸드나무,20190401,연
K,에코프로,086520,사업보고서 (2018.12),20190401001465,에코프로,20190401,연
N,옐로페이,179720,사업보고서 (2018.12),20190401001461,옐로페이,20190401,
K,케이엠,083550,사업보고서 (2018.12),20190401001455,케이엠,20190401,연
E,팍스넷경제티브이,01067437,사업보고서 (2018.12),20190401001449,팍스넷경제티브이,20190401,연
K,케이프,064820,사업보고서 (2018.12),20190401001446,케이프,20190401,연
N,엘리비젼,276240,사업보고서 (2018.12),20190401001442,엘리비젼,20190401,정
Y,샘표식품,248170,사업보고서 (2018.12),20190401001439,샘표식품,20190401,연
N,씨앗,103660,사업보고서 (2018.12),20190401001437,씨앗,20190401,
E,엔에이치농협캐피탈,00673523,사업보고서 (2018.12),20190401001431,엔에이치농협캐피탈,20190401,
K,디알텍,214680,사업보고서 (2018.12),20190401001429,디알텍,20190401,연
K,하이로닉,149980,사업보고서 (2018.12),20190401001428,하이로닉,20190401,정연
K,지니뮤직,043610,사업보고서 (2018.12),20190401001421,지니뮤직,20190401,연
K,동우팜투테이블,088910,사업보고서 (2018.12),20190401001420,동우팜투테이블,20190401,
Y,동부건설,005960,사업보고서 (2018.12),20190401001418,동부건설,20190401,연
K,데코앤이,017680,사업보고서 (2018.12),20190401001415,데코앤이,20190401,연
K,에이치시티,072990,사업보고서 (2018.12),20190401005188,에이치시티,20190401,정연
K,제이엔케이히터,126880,사업보고서 (2018.12),20190401001401,제이엔케이히터,20190401,연
Y,WISCOM,024070,사업보고서 (2018.12),20190401001399,WISCOM,20190401,연
K,고려제약,014570,사업보고서 (2018.12),20190401001398,고려제약,20190401,
Y,까뮤이앤씨,013700,사업보고서 (2018.12),20190401001396,까뮤이앤씨,20190401,
Y,한화손해보험,000370,사업보고서 (2018.12),20190401001394,한화손해보험,20190401,연
N,인프라웨어테크놀러지,247300,사업보고서 (2018.12),20190401001393,인프라웨어테크놀러지,20190401,
Y,신일산업,002700,사업보고서 (2018.12),20190401001392,신일산업,20190401,
K,대주산업,003310,사업보고서 (2018.12),20190401001391,대주산업,20190401,연
K,토필드,057880,사업보고서 (2018.12),20190401001389,토필드,20190401,연
K,제일테크노스,038010,사업보고서 (2018.12),20190401001378,제일테크노스,20190401,연
N,럭스피아,092590,사업보고서 (2018.12),20190401001374,럭스피아,20190401,
K,삼현철강,017480,사업보고서 (2018.12),20190401001365,삼현철강,20190401,
N,유니포인트,121060,사업보고서 (2018.12),20190401001363,유니포인트,20190401,연
K,현성바이탈,204990,사업보고서 (2018.12),20190401001362,현성바이탈,20190401,연
K,제룡산업,147830,사업보고서 (2018.12),20190401001360,제룡산업,20190401,
Y,씨아이테크,004920,사업보고서 (2018.12),20190401001359,씨아이테크,20190401,연
Y,동남합성,023450,사업보고서 (2018.12),20190401001358,동남합성,20190401,
K,대신밸런스제4호스팩,262830,[기재정정]사업보고서 (2018.12),20190401001354,대신밸런스제4호스팩,20190401,
K,유니테크노,241690,사업보고서 (2018.12),20190401001350,유니테크노,20190401,연
K,동신건설,025950,사업보고서 (2018.12),20190401001345,동신건설,20190401,
K,유비벨록스,089850,사업보고서 (2018.12),20190401001344,유비벨록스,20190401,연
E,우성아이비,01011562,사업보고서 (2018.12),20190401001340,우성아이비,20190401,연
K,에스폴리텍,050760,사업보고서 (2018.12),20190401001338,에스폴리텍,20190401,연
K,러셀,217500,사업보고서 (2018.12),20190401001337,러셀,20190401,
E,보령엘엔지터미널,00980061,사업보고서 (2018.12),20190401001332,보령엘엔지터미널,20190401,
K,엠에스씨,009780,사업보고서 (2018.12),20190401001330,엠에스씨,20190401,연
K,아이큐어,175250,사업보고서 (2018.12),20190401001327,아이큐어,20190401,연
K,에스텍,069510,사업보고서 (2018.12),20190401001326,에스텍,20190401,연
K,프리엠스,053160,사업보고서 (2018.12),20190401001324,프리엠스,20190401,연
E,지에스엔텍,00248053,사업보고서 (2018.12),20190401001323,지에스엔텍,20190401,
K,바이오로그디바이스,208710,사업보고서 (2018.12),20190401001320,바이오로그디바이스,20190401,연
K,이글벳,044960,사업보고서 (2018.12),20190401001315,이글벳,20190401,
E,경기도시공사,00858373,사업보고서 (2018.12),20190401001308,경기도시공사,20190401,
K,대신밸런스제6호스팩,307750,사업보고서 (2018.12),20190401001304,대신밸런스제6호스팩,20190401,
K,제일제강,023440,사업보고서 (2018.12),20190401001298,제일제강,20190401,
N,나눔테크,244880,사업보고서 (2018.12),20190401001291,나눔테크,20190401,
N,원텍,216280,사업보고서 (2018.12),20190401001281,원텍,20190401,연
K,인터파크,108790,사업보고서 (2018.12),20190401001280,인터파크,20190401,연
Y,모토닉,009680,사업보고서 (2018.12),20190401001279,모토닉,20190401,연
E,아진카인텍,00173069,사업보고서 (2018.12),20190401001277,아진카인텍,20190401,
K,오픈베이스,049480,사업보고서 (2018.12),20190401001278,오픈베이스,20190401,연
E,디지털타임스,00335553,사업보고서 (2018.12),20190401001274,디지털타임스,20190401,
K,KNN,058400,사업보고서 (2018.12),20190401001264,KNN,20190401,연
K,메디아나,041920,사업보고서 (2018.12),20190401001260,메디아나,20190401,연
K,세동,053060,사업보고서 (2018.12),20190401001258,세동,20190401,연
N,에스에이티이엔지,158300,사업보고서 (2018.12),20190401001256,에스에이티이엔지,20190401,연
E,웅진식품,00143642,사업보고서 (2018.12),20190401001254,웅진식품,20190401,연
E,한국우사회,00369602,사업보고서 (2018.12),20190401001252,한국우사회,20190401,
K,에이테크솔루션,071670,사업보고서 (2018.12),20190401001247,에이테크솔루션,20190401,연
K,피엔티,137400,[기재정정]사업보고서 (2018.12),20190401001245,피엔티,20190401,연
K,고려신용정보,049720,사업보고서 (2018.12),20190401001243,고려신용정보,20190401,
E,롯데카드,00219051,사업보고서 (2018.12),20190401001242,롯데카드,20190401,정연
K,싸이토젠,217330,사업보고서 (2018.12),20190401001241,싸이토젠,20190401,
Y,성창기업지주,000180,사업보고서 (2018.12),20190401001230,성창기업지주,20190401,연
E,디지비캐피탈,00796471,사업보고서 (2018.12),20190401001227,디지비캐피탈,20190401,연
K,엠에스오토텍,123040,사업보고서 (2018.12),20190401001222,엠에스오토텍,20190401,연
K,대신밸런스제5호스팩,303030,사업보고서 (2018.12),20190401001218,대신밸런스제5호스팩,20190401,
K,케이피에스,256940,사업보고서 (2018.12),20190401001216,케이피에스,20190401,연
