crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,뉴트리,270870,사업보고서 (2018.12),20190401001215,뉴트리,20190401,연
E,비보존,01181418,사업보고서 (2018.12),20190401001214,비보존,20190401,연
E,비씨카드,00124656,사업보고서 (2018.12),20190401001213,비씨카드,20190401,정연
K,유비케어,032620,사업보고서 (2018.12),20190401001210,유비케어,20190401,연
K,한국정보통신,025770,사업보고서 (2018.12),20190401001209,한국정보통신,20190401,연
E,비보존,01181418,[기재정정]분기보고서 (2018.09),20190401001207,비보존,20190401,
Y,한국쉘석유,002960,사업보고서 (2018.12),20190401001204,한국쉘석유,20190401,
E,에스피반도체통신,00263168,사업보고서 (2018.12),20190401001202,에스피반도체통신,20190401,
K,도이치모터스,067990,사업보고서 (2018.12),20190401001201,도이치모터스,20190401,연
E,비보존,01181418,[기재정정]반기보고서 (2018.06),20190401001200,비보존,20190401,
K,조광ILI,044060,사업보고서 (2018.12),20190401001197,조광ILI,20190401,연
Y,미원상사,002840,사업보고서 (2018.12),20190401001195,미원상사,20190401,연
K,아우딘퓨쳐스,227610,사업보고서 (2018.12),20190401001192,아우딘퓨쳐스,20190401,
E,여천NCC,00278373,사업보고서 (2018.12),20190401001190,여천NCC,20190401,
E,비보존,01181418,[기재정정]분기보고서 (2018.03),20190401001183,비보존,20190401,
K,카페24,042000,사업보고서 (2018.12),20190401001176,카페24,20190401,연
K,웹젠,069080,사업보고서 (2018.12),20190401001165,웹젠,20190401,연
K,원익,032940,사업보고서 (2018.12),20190401001164,원익,20190401,연
K,파워넷,037030,사업보고서 (2018.12),20190401001162,파워넷,20190401,연
K,엑사이엔씨,054940,사업보고서 (2018.12),20190401001157,엑사이엔씨,20190401,연
K,웹케시,053580,사업보고서 (2018.12),20190401001180,웹케시,20190401,연
Y,율촌화학,008730,사업보고서 (2018.12),20190401001155,율촌화학,20190401,연
E,에이치디씨영창,00141282,사업보고서 (2018.12),20190401001154,에이치디씨영창,20190401,연
K,세보엠이씨,011560,사업보고서 (2018.12),20190401001149,세보엠이씨,20190401,연
K,루멘스,038060,사업보고서 (2018.12),20190401001141,루멘스,20190401,연
K,동양이엔피,079960,사업보고서 (2018.12),20190401001136,동양이엔피,20190401,연
K,디지아이,043360,사업보고서 (2018.12),20190401001134,디지아이,20190401,
K,하이즈항공,221840,사업보고서 (2018.12),20190401001133,하이즈항공,20190401,연
E,정우신약,00833763,사업보고서 (2018.12),20190401001130,정우신약,20190401,
Y,GS글로벌,001250,사업보고서 (2018.12),20190401001129,GS글로벌,20190401,연
K,코닉글로리,094860,사업보고서 (2018.12),20190401001124,코닉글로리,20190401,
K,삼일기업공사,002290,사업보고서 (2018.12),20190401001122,삼일기업공사,20190401,
N,엘피케이,183350,사업보고서 (2018.12),20190401001120,엘피케이,20190401,연
K,미래에셋대우스팩1호,265480,사업보고서 (2018.12),20190401001116,미래에셋대우스팩1호,20190401,
K,옵티팜,153710,사업보고서 (2018.12),20190401001112,옵티팜,20190401,
K,인산가,277410,사업보고서 (2018.12),20190401001107,인산가,20190401,연
K,에코캡,128540,사업보고서 (2018.12),20190401005211,에코캡,20190401,정연
