crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
N,씨이랩,189330,사업보고서 201812,20190329003123,씨이랩,20190329,
Y,MH에탄올,023150,사업보고서 201812,20190329003110,MH에탄올,20190329,연
Y,한국콜마,161890,사업보고서 201812,20190329003108,한국콜마,20190329,연
K,고영,098460,사업보고서 201812,20190329003107,고영,20190329,연
K,에스앤에스텍,101490,사업보고서 201812,20190329003105,에스앤에스텍,20190329,
Y,한솔제지,213500,사업보고서 201812,20190329003104,한솔제지,20190329,연
K,베셀,177350,사업보고서 201812,20190329003101,베셀,20190329,연
K,인터플렉스,051370,사업보고서 201812,20190329003100,인터플렉스,20190329,연
K,씨티젠,036170,사업보고서 201812,20190329003099,씨티젠,20190329,연
E,휘라포토닉스,00360744,사업보고서 201812,20190329003096,휘라포토닉스,20190329,
Y,진흥기업,002780,사업보고서 201812,20190329003093,진흥기업,20190329,
Y,대한유화,006650,사업보고서 201812,20190329003092,대한유화,20190329,연
E,지에스엘,00936361,사업보고서 201812,20190329003090,지에스엘,20190329,
K,바텍,043150,사업보고서 201812,20190329003075,바텍,20190329,연
N,미애부,225850,사업보고서 201812,20190329003072,미애부,20190329,
E,나눔기술,00259828,사업보고서 201812,20190329003071,나눔기술,20190329,
K,포티스,141020,사업보고서 201812,20190329003068,포티스,20190329,연
K,UCI,038340,사업보고서 201812,20190329003057,UCI,20190329,연
Y,에이프로젠제약,003060,사업보고서 201812,20190329003042,에이프로젠제약,20190329,연
K,노랑풍선,104620,사업보고서 201812,20190329003031,노랑풍선,20190329,연
Y,한온시스템,018880,사업보고서 201812,20190329003030,한온시스템,20190329,연
K,쎄미시스코,136510,사업보고서 201812,20190329003020,쎄미시스코,20190329,연
K,SGA솔루션즈,184230,사업보고서 201812,20190329003015,SGA솔루션즈,20190329,연
K,메디프론,065650,사업보고서 201812,20190329003014,메디프론,20190329,
K,상보,027580,사업보고서 201812,20190329003013,상보,20190329,연
K,한국선재,025550,사업보고서 201812,20190329003012,한국선재,20190329,연
N,로보쓰리,238500,사업보고서 201812,20190329003011,로보쓰리,20190329,
K,한빛소프트,047080,사업보고서 201812,20190329003010,한빛소프트,20190329,연
K,금화피에스시,036190,사업보고서 201812,20190329003006,금화피에스시,20190329,연
E,에코솔루션,00346966,사업보고서 201812,20190329002997,에코솔루션,20190329,
Y,서원,021050,사업보고서 201812,20190329002996,서원,20190329,연
K,위즈코프,038620,사업보고서 201812,20190329002990,위즈코프,20190329,연
Y,KSS해운,044450,사업보고서 201812,20190329002985,KSS해운,20190329,연
Y,아세아,002030,사업보고서 201812,20190329002976,아세아,20190329,연
K,인텔리안테크,189300,사업보고서 201812,20190329002969,인텔리안테크,20190329,연
N,네추럴FNP,086220,사업보고서 201812,20190329002965,네추럴FNP,20190329,
K,모헨즈,006920,사업보고서 201812,20190329002964,모헨즈,20190329,연
Y,알루코,001780,사업보고서 201812,20190329002955,알루코,20190329,연
K,텔콘RF제약,200230,사업보고서 201812,20190329002945,텔콘RF제약,20190329,연
Y,동일고무벨트,163560,사업보고서 201812,20190329002941,동일고무벨트,20190329,연
K,드래곤플라이,030350,사업보고서 201812,20190329002938,드래곤플라이,20190329,
N,비플라이소프트,148780,사업보고서 201812,20190329002936,비플라이소프트,20190329,연
Y,조광페인트,004910,사업보고서 201812,20190329002931,조광페인트,20190329,연
K,동일철강,023790,사업보고서 201812,20190329002929,동일철강,20190329,
Y,DB,012030,사업보고서 201812,20190329002927,DB,20190329,연
Y,아세아시멘트,183190,사업보고서 201812,20190329002925,아세아시멘트,20190329,연
Y,세하,027970,사업보고서 201812,20190329002920,세하,20190329,
K,레고켐바이오,141080,사업보고서 201812,20190329002917,레고켐바이오,20190329,연
Y,한국내화,010040,사업보고서 201812,20190329002912,한국내화,20190329,
Y,토니모리,214420,사업보고서 201812,20190329002910,토니모리,20190329,연
Y,더블유게임즈,192080,사업보고서 201812,20190329002898,더블유게임즈,20190329,연
K,세코닉스,053450,사업보고서 201812,20190329002897,세코닉스,20190329,연
K,리더스코스메틱,016100,사업보고서 201812,20190329002882,리더스코스메틱,20190329,연
Y,화승인더스트리,006060,사업보고서 201812,20190329002878,화승인더스트리,20190329,연
K,KPX생명과학,114450,사업보고서 201812,20190329002875,KPX생명과학,20190329,
K,올릭스,226950,사업보고서 201812,20190329002872,올릭스,20190329,연
K,와이비엠넷,057030,사업보고서 201812,20190329002870,와이비엠넷,20190329,연
K,네이블커뮤니케이션즈,153460,사업보고서 201812,20190329002856,네이블커뮤니케이션즈,20190329,
