crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,큐렉소,060280,사업보고서 201812,20190328001050,큐렉소,20190328,
E,에어미디어,00239675,사업보고서 201812,20190328001029,에어미디어,20190328,
K,티피씨글로벌,130740,사업보고서 201812,20190328001019,티피씨글로벌,20190328,연
K,에이티세미콘,089530,사업보고서 201812,20190328000986,에이티세미콘,20190328,연
K,엔피케이,048830,사업보고서 201812,20190328000890,엔피케이,20190328,연
E,인천스마트시티,00934752,소액공모법인결산서류 201812,20190328000888,인천스마트시티,20190328,
E,세아창원특수강,00231512,사업보고서 201812,20190328000861,세아창원특수강,20190328,
E,아이지앰,00168012,사업보고서 201812,20190328000827,아이지앰,20190328,
Y,동원FB,049770,사업보고서 201812,20190328000805,동원FB,20190328,연
E,대선조선,00110307,기재정정사업보고서 201812,20190328000802,대선조선,20190328,
E,범양사,00122728,사업보고서 201812,20190328000798,범양사,20190328,
K,픽셀플러스,087600,사업보고서 201812,20190328000777,픽셀플러스,20190328,
E,콜마파마,00334615,사업보고서 201812,20190328000770,콜마파마,20190328,
K,RFHIC,218410,사업보고서 201812,20190328000760,RFHIC,20190328,연
K,한창산업,079170,사업보고서 201812,20190328000753,한창산업,20190328,
E,폴라리스쉬핑,00520753,사업보고서 201812,20190328000730,폴라리스쉬핑,20190328,연
Y,삼익악기,002450,사업보고서 201812,20190328000725,삼익악기,20190328,연
E,일레덱스홀딩스,00268011,사업보고서 201812,20190328000682,일레덱스홀딩스,20190328,
K,나노,187790,사업보고서 201812,20190328000644,나노,20190328,연
N,메디안디노스틱,233250,사업보고서 201812,20190328000615,메디안디노스틱,20190328,연
K,바이오솔루션,086820,사업보고서 201812,20190328000593,바이오솔루션,20190328,
K,팬엔터테인먼트,068050,사업보고서 201812,20190328000503,팬엔터테인먼트,20190328,연
K,부스타,008470,사업보고서 201812,20190328000442,부스타,20190328,
E,대선조선,00110307,사업보고서 201812,20190328000437,대선조선,20190328,정
N,KC산업,112190,사업보고서 201812,20190328000401,KC산업,20190328,
K,엔에이치스팩11호,256840,사업보고서 201812,20190328000366,엔에이치스팩11호,20190328,
K,유니셈,036200,사업보고서 201812,20190328000346,유니셈,20190328,연
Y,대창,012800,사업보고서 201812,20190328000325,대창,20190328,연
K,큐에스아이,066310,사업보고서 201812,20190328000299,큐에스아이,20190328,연
K,한일화학,007770,사업보고서 201812,20190328000277,한일화학,20190328,연
N,프로테옴텍,303360,사업보고서 201812,20190328000259,프로테옴텍,20190328,
K,뉴인텍,012340,사업보고서 201812,20190328000093,뉴인텍,20190328,연
K,싸이맥스,160980,사업보고서 201812,20190328000089,싸이맥스,20190328,연
E,경주신라컨트리클럽,00413444,사업보고서 201812,20190328000058,경주신라컨트리클럽,20190328,
K,삼천리자전거,024950,사업보고서 201812,20190328000039,삼천리자전거,20190328,연
K,엔에이치스팩12호,273060,사업보고서 201812,20190328000025,엔에이치스팩12호,20190328,
Y,팜스코,036580,기재정정사업보고서 201812,20190328000006,팜스코,20190328,연
K,비츠로셀,082920,사업보고서 201812,20190327001563,비츠로셀,20190327,연
E,농업회사법인영광군유통,00780319,사업보고서 201812,20190327001549,농업회사법인영광군유통,20190327,
K,해마로푸드서비스,220630,사업보고서 201812,20190327001444,해마로푸드서비스,20190327,연
K,와이지원,019210,사업보고서 201812,20190327001319,와이지원,20190327,연
K,제일바이오,052670,사업보고서 201812,20190327001274,제일바이오,20190327,
K,한국제6호스팩,281410,사업보고서 201812,20190327001156,한국제6호스팩,20190327,
E,STX조선해양,00109453,사업보고서 201812,20190327001089,STX조선해양,20190327,연
K,인트론바이오,048530,사업보고서 201812,20190327001086,인트론바이오,20190327,연
Y,팜스코,036580,사업보고서 201812,20190327001055,팜스코,20190327,정연
Y,엔에스쇼핑,138250,사업보고서 201812,20190327001007,엔에스쇼핑,20190327,연
K,광진실업,026910,사업보고서 201812,20190327000980,광진실업,20190327,
K,켐온,217600,사업보고서 201812,20190327000979,켐온,20190327,
K,하림,136480,사업보고서 201812,20190327000943,하림,20190327,연
K,앱클론,174900,사업보고서 201812,20190327000931,앱클론,20190327,
K,서울리거,043710,사업보고서 201812,20190327000924,서울리거,20190327,연
E,아이디에스앤트러스트,00339197,소액공모법인결산서류 201812,20190327000843,아이디에스앤트러스트,20190327,
E,티에스엠텍,00397243,사업보고서 201812,20190327000808,티에스엠텍,20190327,
K,한국제5호스팩,271740,사업보고서 201812,20190327000801,한국제5호스팩,20190327,
E,내일신문,00368515,사업보고서 201812,20190327000735,내일신문,20190327,
K,정상제이엘에스,040420,사업보고서 201812,20190327000659,정상제이엘에스,20190327,연
Y,선진,136490,첨부추가사업보고서 201812,20190327000530,선진,20190327,연
K,세진티에스,067770,사업보고서 201812,20190327000483,세진티에스,20190327,연
E,오리엔트전자,00239888,사업보고서 201812,20190327000471,오리엔트전자,20190327,
E,강남터미널지하쇼핑몰,00941549,사업보고서 201812,20190327000391,강남터미널지하쇼핑몰,20190327,
K,매커스,093520,사업보고서 201812,20190327000359,매커스,20190327,연
E,유앤에스에셋,01005437,사업보고서 201812,20190327000354,유앤에스에셋,20190327,
E,팸텍,01146220,사업보고서 201812,20190327000227,팸텍,20190327,
K,미스터블루,207760,사업보고서 201812,20190327000156,미스터블루,20190327,연
E,제이앤드,00857912,사업보고서제출기한연장신고서 201812,20190327000015,제이앤드,20190327,
K,키움제5호스팩,311270,사업보고서 201812,20190327000003,키움제5호스팩,20190327,
E,서광,00130152,사업보고서 201812,20190326000984,서광,20190326,
K,코리아에스이,101670,사업보고서 201812,20190326000716,코리아에스이,20190326,연
N,씨앤에스링크,245450,사업보고서 201812,20190326000695,씨앤에스링크,20190326,
K,흥구석유,024060,사업보고서 201812,20190326000629,흥구석유,20190326,
K,푸드웰,005670,사업보고서 201812,20190326000579,푸드웰,20190326,연
E,켐포트,00660732,사업보고서 201812,20190326000564,켐포트,20190326,
E,남양레저,00589400,사업보고서 201812,20190326000558,남양레저,20190326,
K,코오롱티슈진,950160,기재정정분기보고서 201809,20190326000451,코오롱티슈진,20190326,
K,코오롱티슈진,950160,기재정정반기보고서 201806,20190326000448,코오롱티슈진,20190326,
K,코오롱티슈진,950160,기재정정분기보고서 201803,20190326000444,코오롱티슈진,20190326,
K,코오롱티슈진,950160,기재정정사업보고서 201712,20190326000441,코오롱티슈진,20190326,
N,씨티네트웍스,189540,사업보고서 201812,20190326000285,씨티네트웍스,20190326,
E,스마트캅,01047381,소액공모법인결산서류 201812,20190326000035,스마트캅,20190326,
E,네이처리퍼블릭,00815086,사업보고서제출기한연장신고서 201812,20190325001276,네이처리퍼블릭,20190325,
E,대유SE,00858054,사업보고서 201812,20190325001264,대유SE,20190325,
K,엘앤케이바이오,156100,기재정정분기보고서 201809,20190325001154,엘앤케이바이오,20190325,
K,엘앤케이바이오,156100,기재정정반기보고서 201806,20190325001147,엘앤케이바이오,20190325,
K,엘앤케이바이오,156100,기재정정분기보고서 201803,20190325001145,엘앤케이바이오,20190325,
K,엘앤케이바이오,156100,기재정정사업보고서 201712,20190325001142,엘앤케이바이오,20190325,연
K,엘앤케이바이오,156100,기재정정분기보고서 201709,20190325001138,엘앤케이바이오,20190325,
N,위월드,140660,사업보고서 201812,20190325001108,위월드,20190325,
K,CSA 코스믹,083660,첨부정정사업보고서 201512,20190325000747,CSA 코스믹,20190325,
K,CSA 코스믹,083660,첨부정정사업보고서 201412,20190325000742,CSA 코스믹,20190325,연
K,CSA 코스믹,083660,첨부정정사업보고서 201312,20190325000735,CSA 코스믹,20190325,연
Y,효성중공업,298040,사업보고서 201812,20190325000699,효성중공업,20190325,연
K,소리바다,053110,사업보고서 201812,20190325000692,소리바다,20190325,연
E,광주시민프로축구단,00824473,사업보고서 201812,20190325000677,광주시민프로축구단,20190325,
K,지와이커머스,111820,첨부정정사업보고서 201712,20190325000595,지와이커머스,20190325,연
E,약침,00908979,사업보고서 201812,20190325000357,약침,20190325,
K,에스제이케이,080440,기재정정사업보고서 201412,20190325000005,에스제이케이,20190325,연
K,에스제이케이,080440,기재정정사업보고서 201312,20190325000004,에스제이케이,20190325,연
Y,동양물산기업,002900,사업보고서제출기한연장신고서 201812,20190322001298,동양물산기업,20190325,
E,라파스,01058101,사업보고서제출기한연장신고서 201812,20190322001307,라파스,20190325,
