crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,피제이메탈,128660,사업보고서 201812,20190401003583,피제이메탈,20190401,
Y,컨버즈,109070,사업보고서 201812,20190401003579,컨버즈,20190401,연
K,국영지앤엠,006050,사업보고서 201812,20190401003574,국영지앤엠,20190401,
Y,BYC,001460,사업보고서 201812,20190401003573,BYC,20190401,연
K,에코플라스틱,038110,사업보고서 201812,20190401003568,에코플라스틱,20190401,연
K,맥스로텍,141070,사업보고서 201812,20190401003566,맥스로텍,20190401,
Y,부국증권,001270,사업보고서 201812,20190401003565,부국증권,20190401,연
Y,호텔신라,008770,사업보고서 201812,20190401003563,호텔신라,20190401,연
Y,동성제약,002210,사업보고서 201812,20190401003561,동성제약,20190401,
E,SK매직,00978677,사업보고서 201812,20190401003560,SK매직,20190401,연
K,상상인,038540,사업보고서 201812,20190401003556,상상인,20190401,연
K,서울옥션,063170,사업보고서 201812,20190401003554,서울옥션,20190401,연
K,두올산업,078590,사업보고서 201812,20190401003553,두올산업,20190401,연
Y,삼진제약,005500,사업보고서 201812,20190401003543,삼진제약,20190401,
Y,일양약품,007570,사업보고서 201812,20190401003542,일양약품,20190401,연
K,멜파스,096640,사업보고서 201812,20190401003540,멜파스,20190401,
K,셀루메드,049180,사업보고서 201812,20190401003539,셀루메드,20190401,연
K,네오위즈,095660,사업보고서 201812,20190401003533,네오위즈,20190401,연
Y,현대종합상사,011760,사업보고서 201812,20190401003531,현대종합상사,20190401,연
E,우리은행,00254045,사업보고서 201812,20190401003520,우리은행,20190401,연
Y,삼원강재,023000,사업보고서 201812,20190401003518,삼원강재,20190401,
K,창해에탄올,004650,사업보고서 201812,20190401003514,창해에탄올,20190401,연
K,크루셜텍,114120,사업보고서 201812,20190401003511,크루셜텍,20190401,정연
K,코맥스,036690,사업보고서 201812,20190401003510,코맥스,20190401,연
K,EG,037370,사업보고서 201812,20190401003507,EG,20190401,연
K,디에스티로봇,090710,사업보고서 201812,20190401003504,디에스티로봇,20190401,연
Y,현대백화점,069960,사업보고서 201812,20190401003503,현대백화점,20190401,연
Y,SBS미디어홀딩스,101060,사업보고서 201812,20190401003501,SBS미디어홀딩스,20190401,연
Y,삼성전기,009150,사업보고서 201812,20190401003500,삼성전기,20190401,연
Y,동아지질,028100,사업보고서 201812,20190401003498,동아지질,20190401,연
Y,KC그린홀딩스,009440,사업보고서 201812,20190401003496,KC그린홀딩스,20190401,정연
Y,한라홀딩스,060980,사업보고서 201812,20190401003495,한라홀딩스,20190401,연
K,이녹스첨단소재,272290,사업보고서 201812,20190401003492,이녹스첨단소재,20190401,연
