crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,윈스,136540,사업보고서 201812,20190329002644,윈스,20190329,연
Y,경동나비엔,009450,사업보고서 201812,20190329002643,경동나비엔,20190329,연
Y,도화엔지니어링,002150,사업보고서 201812,20190329002638,도화엔지니어링,20190329,연
K,바디텍메드,206640,사업보고서 201812,20190329002637,바디텍메드,20190329,연
Y,유안타증권,003470,사업보고서 201812,20190329002635,유안타증권,20190329,연
N,알로이스,271400,사업보고서 201812,20190329002634,알로이스,20190329,
K,나라엠앤디,051490,사업보고서 201812,20190329002632,나라엠앤디,20190329,연
Y,유나이티드,033270,사업보고서 201812,20190329002631,유나이티드,20190329,
K,지엘팜텍,204840,사업보고서 201812,20190329002630,지엘팜텍,20190329,연
E,한국스탠다드차타드은행,00148504,사업보고서 201812,20190329002628,한국스탠다드차타드은행,20190329,연
K,THE MIDONG,161570,사업보고서 201812,20190329002627,THE MIDONG,20190329,연
K,파인디지털,038950,사업보고서 201812,20190329002626,파인디지털,20190329,연
K,오킨스전자,080580,사업보고서 201812,20190329002624,오킨스전자,20190329,연
Y,사조동아원,008040,사업보고서 201812,20190329002623,사조동아원,20190329,연
K,신화인터텍,056700,사업보고서 201812,20190329002620,신화인터텍,20190329,연
K,화신정공,126640,사업보고서 201812,20190329002618,화신정공,20190329,
N,피엔아이컴퍼니,242350,사업보고서 201812,20190329002605,피엔아이컴퍼니,20190329,
K,오공,045060,사업보고서 201812,20190329002602,오공,20190329,연
K,경동제약,011040,사업보고서 201812,20190329002601,경동제약,20190329,연
K,디스플레이텍,066670,사업보고서 201812,20190329002600,디스플레이텍,20190329,
K,브레인콘텐츠,066980,사업보고서 201812,20190329002593,브레인콘텐츠,20190329,연
Y,용평리조트,070960,사업보고서 201812,20190329002591,용평리조트,20190329,연
Y,대한제분,001130,사업보고서 201812,20190329002583,대한제분,20190329,정연
K,글로벌텍스프리,204620,사업보고서 201812,20190329002582,글로벌텍스프리,20190329,연
K,삼양옵틱스,225190,사업보고서 201812,20190329002581,삼양옵틱스,20190329,연
K,이건홀딩스,039020,사업보고서 201812,20190329002569,이건홀딩스,20190329,연
Y,신원,009270,사업보고서 201812,20190329002559,신원,20190329,연
E,코스메랩,01167986,사업보고서 201812,20190329002555,코스메랩,20190329,
K,성우전자,081580,사업보고서 201812,20190329002553,성우전자,20190329,연
Y,동아타이어,282690,사업보고서 201812,20190329002544,동아타이어,20190329,
K,알파홀딩스,117670,사업보고서 201812,20190329002540,알파홀딩스,20190329,연
Y,웰바이오텍,010600,사업보고서 201812,20190329002529,웰바이오텍,20190329,연
Y,아남전자,008700,사업보고서 201812,20190329002528,아남전자,20190329,연
K,DB금융스팩6호,306620,사업보고서 201812,20190329002526,DB금융스팩6호,20190329,
K,네오팜,092730,사업보고서 201812,20190329002522,네오팜,20190329,연
Y,대유플러스,000300,사업보고서 201812,20190329002520,대유플러스,20190329,연
K,씨엔플러스,115530,사업보고서 201812,20190329002513,씨엔플러스,20190329,연
K,선익시스템,171090,사업보고서 201812,20190329002508,선익시스템,20190329,연
K,알티캐스트,085810,사업보고서 201812,20190329002507,알티캐스트,20190329,연
E,보진재,00123514,사업보고서 201812,20190329002506,보진재,20190329,
Y,롯데손해보험,000400,사업보고서 201812,20190329002505,롯데손해보험,20190329,
K,씨큐브,101240,사업보고서 201812,20190329002488,씨큐브,20190329,
K,AP위성,211270,사업보고서 201812,20190329002483,AP위성,20190329,
K,팬젠,222110,사업보고서 201812,20190329002477,팬젠,20190329,정
Y,서울식품공업,004410,사업보고서 201812,20190329002468,서울식품공업,20190329,
K,형지IC,011080,사업보고서 201812,20190329002467,형지IC,20190329,
K,디지탈옵틱,106520,사업보고서 201812,20190329002465,디지탈옵틱,20190329,연
K,한화에이스스팩3호,264290,사업보고서 201812,20190329002451,한화에이스스팩3호,20190329,
K,유앤아이,056090,사업보고서 201812,20190329002440,유앤아이,20190329,연
K,동부스팩5호,281740,사업보고서 201812,20190329002416,동부스팩5호,20190329,
E,불교텔레비전,00669706,사업보고서 201812,20190329002410,불교텔레비전,20190329,연
K,NHN한국사이버결제,060250,사업보고서 201812,20190329002406,NHN한국사이버결제,20190329,연
K,IBKS제7호스팩,276920,사업보고서 201812,20190329002401,IBKS제7호스팩,20190329,
Y,경인양행,012610,사업보고서 201812,20190329002398,경인양행,20190329,연
K,케이디켐,221980,사업보고서 201812,20190329002392,케이디켐,20190329,연
K,에이스침대,003800,사업보고서 201812,20190329002381,에이스침대,20190329,
K,파나진,046210,사업보고서 201812,20190329002375,파나진,20190329,
Y,참엔지니어링,009310,사업보고서 201812,20190329002374,참엔지니어링,20190329,연
K,인트로메딕,150840,사업보고서 201812,20190329002360,인트로메딕,20190329,연
K,푸른저축은행,007330,사업보고서 201812,20190329002351,푸른저축은행,20190329,
K,엑셈,205100,사업보고서 201812,20190329002350,엑셈,20190329,연
K,아이즈비전,031310,사업보고서 201812,20190329002340,아이즈비전,20190329,연
Y,한솔케미칼,014680,사업보고서 201812,20190329002337,한솔케미칼,20190329,연
E,LS전선,00683283,사업보고서 201812,20190329002334,LS전선,20190329,연
K,신라섬유,001000,사업보고서 201812,20190329002324,신라섬유,20190329,
K,흥국,010240,사업보고서 201812,20190329002322,흥국,20190329,연
K,아이쓰리시스템,214430,사업보고서 201812,20190329002318,아이쓰리시스템,20190329,
E,앤알커뮤니케이션,00475736,사업보고서 201812,20190329002310,앤알커뮤니케이션,20190329,
E,서울개인택시복지법인,01237577,사업보고서 201812,20190329002306,서울개인택시복지법인,20190329,
Y,대한제강,084010,사업보고서 201812,20190329002303,대한제강,20190329,연
Y,화승엔터프라이즈,241590,사업보고서 201812,20190329002300,화승엔터프라이즈,20190329,연
K,지트리비앤티,115450,사업보고서 201812,20190329002298,지트리비앤티,20190329,연
E,오케이캐피탈,00148434,사업보고서 201812,20190329002294,오케이캐피탈,20190329,연
K,하나금융10호스팩,270520,첨부추가사업보고서 201812,20190329002288,하나금융10호스팩,20190329,
K,민앤지,214180,사업보고서 201812,20190329002284,민앤지,20190329,연
K,동방선기,099410,사업보고서 201812,20190329002282,동방선기,20190329,
K,화성밸브,039610,사업보고서 201812,20190329002280,화성밸브,20190329,
E,농협금융지주,00908021,사업보고서 201812,20190329002278,농협금융지주,20190329,연
K,누리텔레콤,040160,사업보고서 201812,20190329002276,누리텔레콤,20190329,연
K,미래생명자원,218150,사업보고서 201812,20190329002269,미래생명자원,20190329,연
E,쿼럼바이오,01345070,사업보고서 201812,20190329002268,쿼럼바이오,20190329,
E,대주코레스,00133715,사업보고서 201812,20190329002260,대주코레스,20190329,
K,HRS,036640,사업보고서 201812,20190329002256,HRS,20190329,연
Y,NH투자증권,005940,사업보고서 201812,20190329002251,NH투자증권,20190329,연
Y,휴비스,079980,사업보고서 201812,20190329002228,휴비스,20190329,연
E,에스텍시스템,00362885,사업보고서 201812,20190329002226,에스텍시스템,20190329,
K,이랜텍,054210,사업보고서 201812,20190329002221,이랜텍,20190329,연
Y,농심,004370,사업보고서 201812,20190329002205,농심,20190329,연
K,구영테크,053270,사업보고서 201812,20190329002202,구영테크,20190329,연
K,플레이위드,023770,사업보고서 201812,20190329002183,플레이위드,20190329,
Y,넥스트사이언스,003580,사업보고서 201812,20190329002181,넥스트사이언스,20190329,연
K,성도이엔지,037350,사업보고서 201812,20190329002169,성도이엔지,20190329,연
E,엠허브,00319041,소액공모법인결산서류 201812,20190329002160,엠허브,20190329,
K,W홀딩컴퍼니,052300,사업보고서 201812,20190329002147,W홀딩컴퍼니,20190329,연
K,어보브반도체,102120,사업보고서 201812,20190329002140,어보브반도체,20190329,연
Y,오뚜기,007310,사업보고서 201812,20190329002126,오뚜기,20190329,연
E,제주국제컨벤션센터,00232335,사업보고서 201812,20190329002124,제주국제컨벤션센터,20190329,
N,에이원알폼,234070,사업보고서 201812,20190329002107,에이원알폼,20190329,
Y,한신공영,004960,사업보고서 201812,20190329002098,한신공영,20190329,연
E,모보,00347442,사업보고서 201812,20190329002095,모보,20190329,
