crp_cls,crp_nm,crp_cd,rpt_nm,rcp_no,flr_nm,rcp_dt,rmk
K,메카로,241770,사업보고서 201812,20190329002076,메카로,20190329,연
Y,삼화전기,009470,사업보고서 201812,20190329002072,삼화전기,20190329,연
K,코스온,069110,사업보고서 201812,20190329002071,코스온,20190329,연
K,에스코넥,096630,사업보고서 201812,20190329002065,에스코넥,20190329,연
E,케이티텔레캅,00595298,사업보고서 201812,20190329002055,케이티텔레캅,20190329,
Y,엔케이,085310,사업보고서 201812,20190329002049,엔케이,20190329,연
Y,유엔젤,072130,사업보고서 201812,20190329002033,유엔젤,20190329,연
K,NICE평가정보,030190,사업보고서 201812,20190329002018,NICE평가정보,20190329,연
K,케이엔더블유,105330,사업보고서 201812,20190329002011,케이엔더블유,20190329,연
K,영화테크,265560,사업보고서 201812,20190329002007,영화테크,20190329,연
Y,유양디앤유,011690,사업보고서 201812,20190329002002,유양디앤유,20190329,연
K,이루온,065440,사업보고서 201812,20190329002000,이루온,20190329,연
Y,한미반도체,042700,사업보고서 201812,20190329001992,한미반도체,20190329,연
K,GST,083450,사업보고서 201812,20190329001990,GST,20190329,연
K,티에스인베스트먼트,246690,사업보고서 201812,20190329001986,티에스인베스트먼트,20190329,
K,메타바이오메드,059210,사업보고서 201812,20190329001984,메타바이오메드,20190329,연
Y,국도화학,007690,사업보고서 201812,20190329001968,국도화학,20190329,연
K,우진비앤지,018620,사업보고서 201812,20190329001965,우진비앤지,20190329,정연
E,에이치케이자산관리대부,00846651,사업보고서 201812,20190329001960,에이치케이자산관리대부,20190329,
E,우전,00291231,사업보고서 201812,20190329001957,우전,20190329,연
K,이노테라피,246960,사업보고서 201812,20190329001950,이노테라피,20190329,연
N,코셋,189350,사업보고서 201812,20190329001946,코셋,20190329,
K,뉴프렉스,085670,사업보고서 201812,20190329001939,뉴프렉스,20190329,연
K,EDGC,245620,사업보고서 201812,20190329001936,EDGC,20190329,연
N,다이오진,271850,사업보고서 201812,20190329001907,다이오진,20190329,
K,리켐,131100,사업보고서 201812,20190329001906,리켐,20190329,연
E,신영건설,00172778,사업보고서 201812,20190329001903,신영건설,20190329,
K,삼영엠텍,054540,사업보고서 201812,20190329001897,삼영엠텍,20190329,연
E,끄렘드라끄렘,01113930,사업보고서 201812,20190329001889,끄렘드라끄렘,20190329,
N,대주이엔티,114920,사업보고서 201812,20190329001886,대주이엔티,20190329,
Y,삼화페인트공업,000390,사업보고서 201812,20190329001884,삼화페인트공업,20190329,연
E,대구시민프로축구단,00427137,사업보고서 201812,20190329001861,대구시민프로축구단,20190329,
K,동아화성,041930,사업보고서 201812,20190329001859,동아화성,20190329,연
K,코디,080530,사업보고서 201812,20190329001854,코디,20190329,연
Y,세아베스틸,001430,사업보고서 201812,20190329001845,세아베스틸,20190329,정연
K,유니온커뮤니티,203450,사업보고서 201812,20190329001840,유니온커뮤니티,20190329,연
K,한국캐피탈,023760,사업보고서 201812,20190329001839,한국캐피탈,20190329,
K,현우산업,092300,사업보고서 201812,20190329001837,현우산업,20190329,연
K,파이오링크,170790,사업보고서 201812,20190329001835,파이오링크,20190329,
K,우리기술투자,041190,사업보고서 201812,20190329001829,우리기술투자,20190329,연
Y,하이스틸,071090,사업보고서 201812,20190329001828,하이스틸,20190329,연
N,세종머티리얼즈,135270,사업보고서 201812,20190329001825,세종머티리얼즈,20190329,
K,초록뱀,047820,사업보고서 201812,20190329001822,초록뱀,20190329,연
K,토탈소프트,045340,사업보고서 201812,20190329001805,토탈소프트,20190329,
E,위노바,00261735,사업보고서 201812,20190329001802,위노바,20190329,연
E,테크밸리,00263423,사업보고서 201812,20190329001792,테크밸리,20190329,
E,조인트리,00386672,첨부정정사업보고서 201812,20190329001790,조인트리,20190329,
K,인포바인,115310,사업보고서 201812,20190329001778,인포바인,20190329,연
E,마이다스아이티,00340005,사업보고서 201812,20190329001776,마이다스아이티,20190329,
Y,세기상사,002420,사업보고서 201812,20190329001777,세기상사,20190329,
E,대백저축은행,00110060,사업보고서 201812,20190329001771,대백저축은행,20190329,
N,파워풀엑스,266870,사업보고서 201812,20190329001763,파워풀엑스,20190329,
N,이엠티,232530,사업보고서 201812,20190329001752,이엠티,20190329,
K,삼강엠앤티,100090,사업보고서 201812,20190329001733,삼강엠앤티,20190329,연
K,유안타제3호스팩,287410,사업보고서 201812,20190329001726,유안타제3호스팩,20190329,
N,유투바이오,221800,사업보고서 201812,20190329001721,유투바이오,20190329,
E,아이패밀리에스씨,00692254,사업보고서 201812,20190329001716,아이패밀리에스씨,20190329,
E,조인트리,00386672,사업보고서 201812,20190329001711,조인트리,20190329,정
E,지엔티파마,00549563,사업보고서 201812,20190329001707,지엔티파마,20190329,
K,와이오엠,066430,사업보고서 201812,20190329001700,와이오엠,20190329,
K,한국큐빅,021650,사업보고서 201812,20190329001694,한국큐빅,20190329,연
K,연이정보통신,090740,사업보고서 201812,20190329001662,연이정보통신,20190329,연
K,파인텍,131760,사업보고서 201812,20190329001651,파인텍,20190329,연
N,에스알바이오텍,270210,사업보고서 201812,20190329001641,에스알바이오텍,20190329,
K,선광,003100,사업보고서 201812,20190329001639,선광,20190329,연
Y,유니드,014830,사업보고서 201812,20190329001635,유니드,20190329,연
Y,광전자,017900,사업보고서 201812,20190329001631,광전자,20190329,연
K,시스웍,269620,사업보고서 201812,20190329001633,시스웍,20190329,연
K,브리지텍,064480,사업보고서 201812,20190329001623,브리지텍,20190329,
K,에이치엘비,028300,사업보고서 201812,20190329001621,에이치엘비,20190329,연
K,파세코,037070,사업보고서 201812,20190329001616,파세코,20190329,
N,청광종건,140290,사업보고서 201812,20190329001612,청광종건,20190329,
Y,STX엔진,077970,사업보고서 201812,20190329001601,STX엔진,20190329,연
K,자연과환경,043910,사업보고서 201812,20190329001596,자연과환경,20190329,연
N,휴럼,284420,사업보고서 201812,20190329001591,휴럼,20190329,
K,카스,016920,사업보고서 201812,20190329001590,카스,20190329,연
Y,알보젠코리아,002250,사업보고서 201812,20190329001584,알보젠코리아,20190329,
K,엘비세미콘,061970,사업보고서 201812,20190329001578,엘비세미콘,20190329,연
Y,삼영무역,002810,사업보고서 201812,20190329001574,삼영무역,20190329,연
Y,미원화학,134380,사업보고서 201812,20190329001560,미원화학,20190329,
K,코프라,126600,사업보고서 201812,20190329001548,코프라,20190329,연
K,라온시큐어,042510,사업보고서 201812,20190329001545,라온시큐어,20190329,연
Y,이건산업,008250,사업보고서 201812,20190329001544,이건산업,20190329,연
E,애큐온저축은행,00111014,사업보고서 201812,20190329001540,애큐온저축은행,20190329,
K,쎄트렉아이,099320,사업보고서 201812,20190329001539,쎄트렉아이,20190329,연
E,한화에너지,00646495,사업보고서 201812,20190329001529,한화에너지,20190329,연
N,유쎌,252370,사업보고서 201812,20190329001523,유쎌,20190329,
N,TS트릴리온,284610,사업보고서 201812,20190329001522,TS트릴리온,20190329,연
E,진코스텍,01158632,사업보고서 201812,20190329001516,진코스텍,20190329,
K,CS,065770,사업보고서 201812,20190329001505,CS,20190329,연
N,에스엔피제네틱스,086460,사업보고서 201812,20190329001491,에스엔피제네틱스,20190329,
K,레이언스,228850,사업보고서 201812,20190329001489,레이언스,20190329,연
K,티엘아이,062860,사업보고서 201812,20190329001475,티엘아이,20190329,연
K,로보로보,215100,사업보고서 201812,20190329001461,로보로보,20190329,연
K,로체시스템즈,071280,사업보고서 201812,20190329001458,로체시스템즈,20190329,연
E,DB생명보험,00168933,사업보고서 201812,20190329001452,DB생명보험,20190329,연
K,나노캠텍,091970,사업보고서 201812,20190329001437,나노캠텍,20190329,연
K,신영스팩4호,307180,사업보고서 201812,20190329001434,신영스팩4호,20190329,
Y,코아스,071950,사업보고서 201812,20190329001431,코아스,20190329,연
E,지오소프트,00271787,첨부추가소액공모법인결산서류 201812,20190329001415,지오소프트,20190329,
